"","PROFILE_CODE","WEIGHT_PERCENT","UNCERTAINTY_PERCENT","SPECIES_NAME","SYMBOL","PROFILE_NAME","PROFILE_TYPE","TOTAL","REGION","CATEGORY_LEVEL_1_Generation_Mechanism","CATEGORY_LEVEL_2_Sector_Equipment","CATEGORY_LEVEL_3_.Fuel_Product"
"316852","95530",5.7213,0.11247,"Aluminum","Al","Unpaved Road Dust - Chicago","PM-AE6",100,"Chicago, Illinois, USA","Dust","Road","Unpaved; Nonindustrial"
"316855","95530",4.63572,0.0287532,"Calcium","Ca","Unpaved Road Dust - Chicago","PM-AE6",100,"Chicago, Illinois, USA","Dust","Road","Unpaved; Nonindustrial"
"316856","95530",0.0152568,0.00169194,"Copper","Cu","Unpaved Road Dust - Chicago","PM-AE6",100,"Chicago, Illinois, USA","Dust","Road","Unpaved; Nonindustrial"
"316857","95530",2.4939,0.0362838,"Iron","Fe","Unpaved Road Dust - Chicago","PM-AE6",100,"Chicago, Illinois, USA","Dust","Road","Unpaved; Nonindustrial"
"316858","95530",4.89e-08,0.00150123,"Lead","Pb","Unpaved Road Dust - Chicago","PM-AE6",100,"Chicago, Illinois, USA","Dust","Road","Unpaved; Nonindustrial"
"316860","95530",16.7238,0.188754,"Silicon","Si","Unpaved Road Dust - Chicago","PM-AE6",100,"Chicago, Illinois, USA","Dust","Road","Unpaved; Nonindustrial"
"316891","95531",8.3538,0.302022,"Aluminum","Al","Construction Soil - Chicago","PM-AE6",100,"Chicago, Illinois, USA","Dust","Construction","Soil"
"316892","95531",1.22094,0.067626,"Calcium","Ca","Construction Soil - Chicago","PM-AE6",100,"Chicago, Illinois, USA","Dust","Construction","Soil"
"316893","95531",0.023562,0.00298656,"Copper","Cu","Construction Soil - Chicago","PM-AE6",100,"Chicago, Illinois, USA","Dust","Construction","Soil"
"316894","95531",6.8544,0.113526,"Iron","Fe","Construction Soil - Chicago","PM-AE6",100,"Chicago, Illinois, USA","Dust","Construction","Soil"
"316895","95531",0.035496,0.0046818,"Lead","Pb","Construction Soil - Chicago","PM-AE6",100,"Chicago, Illinois, USA","Dust","Construction","Soil"
"316897","95531",21.7872,0.4131,"Silicon","Si","Construction Soil - Chicago","PM-AE6",100,"Chicago, Illinois, USA","Dust","Construction","Soil"
"316923","95532",6.524,0.067104,"Aluminum","Al","Agricultural Soil - Cincinnati","PM-AE6",100,"Ohio","Dust","Agriculture","Soil"
"316927","95532",0.0123723,0.00116966,"Lead","Pb","Agricultural Soil - Cincinnati","PM-AE6",100,"Ohio","Dust","Agriculture","Soil"
"316931","95532",1.12306,0.009087,"Calcium","Ca","Agricultural Soil - Cincinnati","PM-AE6",100,"Ohio","Dust","Agriculture","Soil"
"316932","95532",4.3804,0.0193623,"Iron","Fe","Agricultural Soil - Cincinnati","PM-AE6",100,"Ohio","Dust","Agriculture","Soil"
"316934","95532",23.2767,0.178711,"Silicon","Si","Agricultural Soil - Cincinnati","PM-AE6",100,"Ohio","Dust","Agriculture","Soil"
"316937","95532",0.0070133,0.0005126,"Copper","Cu","Agricultural Soil - Cincinnati","PM-AE6",100,"Ohio","Dust","Agriculture","Soil"
"316963","95533",3.465,0.3465,"Aluminum","Al","Paved Road Dust - San Joaquin Valley","PM-AE6",100,"California","Dust","Road","Paved"
"316967","95533",0,1.26e-07,"Calcium","Ca","Paved Road Dust - San Joaquin Valley","PM-AE6",100,"California","Dust","Road","Paved"
"316968","95533",0,1.26e-07,"Copper","Cu","Paved Road Dust - San Joaquin Valley","PM-AE6",100,"California","Dust","Road","Paved"
"316969","95533",0,1.26e-07,"Iron","Fe","Paved Road Dust - San Joaquin Valley","PM-AE6",100,"California","Dust","Road","Paved"
"316970","95533",0,1.26e-07,"Lead","Pb","Paved Road Dust - San Joaquin Valley","PM-AE6",100,"California","Dust","Road","Paved"
"316972","95533",9.9792,0.99792,"Silicon","Si","Paved Road Dust - San Joaquin Valley","PM-AE6",100,"California","Dust","Road","Paved"
"317003","95534",0,1.36e-07,"Calcium","Ca","Paved Road Dust - Los Angeles","PM-AE6",100,"California","Dust","Road","Paved"
"317004","95534",0,1.36e-07,"Copper","Cu","Paved Road Dust - Los Angeles","PM-AE6",100,"California","Dust","Road","Paved"
"317005","95534",0,1.36e-07,"Lead","Pb","Paved Road Dust - Los Angeles","PM-AE6",100,"California","Dust","Road","Paved"
"317006","95534",4.6376,0.46376,"Aluminum","Al","Paved Road Dust - Los Angeles","PM-AE6",100,"California","Dust","Road","Paved"
"317007","95534",15.232,1.5232,"Silicon","Si","Paved Road Dust - Los Angeles","PM-AE6",100,"California","Dust","Road","Paved"
"317010","95534",0,1.36e-07,"Iron","Fe","Paved Road Dust - Los Angeles","PM-AE6",100,"California","Dust","Road","Paved"
"317034","95535",3.9693,0.39693,"Aluminum","Al","Paved Road Dust - California","PM-AE6",100,"California","Dust","Road","Paved"
"317038","95535",0,1.31e-07,"Lead","Pb","Paved Road Dust - California","PM-AE6",100,"California","Dust","Road","Paved"
"317042","95535",0,1.31e-07,"Calcium","Ca","Paved Road Dust - California","PM-AE6",100,"California","Dust","Road","Paved"
"317043","95535",0,1.31e-07,"Iron","Fe","Paved Road Dust - California","PM-AE6",100,"California","Dust","Road","Paved"
"317045","95535",12.5891,1.25891,"Silicon","Si","Paved Road Dust - California","PM-AE6",100,"California","Dust","Road","Paved"
"317048","95535",0,1.31e-07,"Copper","Cu","Paved Road Dust - California","PM-AE6",100,"California","Dust","Road","Paved"
"323719","95737",0.038087738,0.013388848,"Potassium ion","K+","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323725","95737",0,0.044621977,"Vanadium","V","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323732","95737",0.38268289,0.324061025,"Organic carbon I","OC1","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323733","95737",1.374167744,0.373555823,"Elemental carbon II","EC2","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323754","95737",5.621681294,1.668420882,"Organic carbon III","OC3","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323755","95737",0,0.117100448,"Nitrate","NO3-","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323759","95737",0.021408232,0.016373772,"Phosphorus","P","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323760","95737",0.361360635,0.031469858,"Potassium","K","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323762","95737",0.000601838,0.003353244,"Selenium","Se","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323763","95737",0.098443475,0.045173095,"Silicon","Si","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323765","95737",0,0.696326382,"Sodium","Na","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323766","95737",0.002321375,0.010747787,"Molybdenum","Mo","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323767","95737",0,0.117100448,"Sulfate","SO4=","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323768","95737",0.085718904,0.013813154,"Sulfur","S","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323770","95737",0,0.026308911,"Tin","Sn","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323774","95737",0,0.006104355,"Zirconium","Zr","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323775","95737",0.167912758,0.117770922,"Ammonium","NH4+","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323776","95737",0.004298842,0.019775945,"Sodium ion","Na+","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323777","95737",1.265750956,0.27509514,"Organic carbon II","OC2","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323779","95737",0.000687815,0.002923433,"Cobalt","Co","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323780","95737",0.020032602,0.002703701,"Zinc","Zn","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323783","95737",0.015647784,0.11461003,"Aluminum","Al","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323785","95737",0,0.029919938,"Antimony","Sb","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323786","95737",0.002063444,0.007996571,"Arsenic","As","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323788","95737",0.006104355,0.0141038,"Cadmium","Cd","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323789","95737",0.143151429,0.019143629,"Calcium","Ca","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323790","95737",0.001375629,0.002494362,"Nickel","Ni","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323791","95737",8.59768e-05,0.010661128,"Chromium","Cr","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323793","95737",0.004642749,0.002419518,"Copper","Cu","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323798","95737",0.035766363,0.009302786,"Iron","Fe","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323800","95737",0.000257931,0.011434927,"Lead","Pb","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323801","95737",0.01195078,0.110997846,"Magnesium","Mg","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323802","95737",0.00352505,0.004130988,"Manganese","Mn","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323803","95737",0,0.005932402,"Mercury","Hg","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323804","95737",0,0.290257793,"Chloride ion","Cl-","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323829","95737",1.486797397,0.259489461,"Organic carbon IV","OC4","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323833","95737",1.170488624,0.462225902,"Pyrolyzed organic carbon","POC","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323835","95737",0,0.053047707,"Elemental carbon III","EC3","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323839","95737",1.057944947,0.237611288,"Elemental carbon I","EC1","Residential Wood Combustion - non-EPA Certified Woodstove, Pine","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"323927","95738",0.913569261,0.065578553,"Potassium ion","K+","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"323939","95738",18.62939441,4.01096662,"Organic carbon I","OC1","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"323940","95738",0.143679606,0.0402135,"Elemental carbon II","EC2","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"323963","95738",0,0.004173468,"Phosphorus","P","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"323964","95738",1.731181085,0.122714701,"Potassium","K","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"323966","95738",0,0.000436335,"Selenium","Se","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"323967","95738",0.003559366,0.007335024,"Silicon","Si","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"323969","95738",0.029020347,0.162359646,"Sodium","Na","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"323971","95738",3.847278715,0.961820453,"Organic carbon III","OC3","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"323972","95738",0.207396702,0.014927736,"Sulfur","S","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"323974","95738",0,0.003555326,"Tin","Sn","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"323977","95738",0,0.006892484,"Vanadium","V","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"323979","95738",0.094660551,0.006721626,"Zinc","Zn","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"323980","95738",0,0.00083631,"Zirconium","Zr","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"323981","95738",0.065757368,0.014845348,"Ammonium","NH4+","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"323982","95738",0.035690623,0.003842399,"Sodium ion","Na+","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"323983","95738",5.502682877,0.52636447,"Organic carbon II","OC2","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"323984","95738",0.414348988,0.034694587,"Sulfate","SO4=","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"323987","95738",0.018608899,0.013264217,"Aluminum","Al","Residential Wood Combustion - non-EPA Certified Woodstove, Almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
